title,description,brand,category,price
Fluance Classic Elite Series Surround Sound Speakers - Black,"Fluance brings your home theater experience to a whole new level with the SXS-BK Surround Sound Speakers. High reproduction qualities are easily heard in these flawlessly crafted speakers, which are the perfect match to our SX series speaker systems. The SXS-BK speakers can easily be integrated with an active subwoofer for a true low frequency effect. When the SXS-BK speakers are used in Dolby surround and DTS systems you feel what the power of home cinema should be. Fluance is dedicated to building speakers that embody serious performance, and we accomplish this by only using premium components. The SXS-BK speakers are made of audio-grade MDF wood construction and internally braced to ensure a distortion-free, accurate response. By virtue of the tuned bass reflex cabinet, the SXS-BK speakers produce a dynamic performance. The silk dome tweeters provide a brilliant high frequency projection. With a black ash finish to house the high-performance drivers, these SXS-BK speakers complement any home dcor and provide you with a truly unique listening experience.",Fluance,Surround Sound Systems,
Monster Digital 32GB USB 2.0 High Speed Retractable Advanced Series (USBR2-0032-S),"USB flash drives have become standard hardware for school, work or pleasure - but all flash drives are NOT created equal. Monster Digital Advanced 2.0 USB flash drives are lightweight, compact, and use a better quality of memory to ensure that whatever you put on the drive will always be there - Guaranteed The Advanced 2.0 USB has up to 14MB/s speed that lets you easily transfer all of your documents, HD movies, hi-res photos and more. With Monster Digital's Limited lifetime guarantee, it makes this a jump drive you should never leave home without. For Monster Digital support issues please contact - Supportatmonsterdigital.com or (888) 286-5640 . If you need to mail us please send to - Monster Digital P.O. Box 941774 Simi Valley, CA 93094.",Monster Digital,USB Flash Drives,
"High quality DC POWER USB A plug to Alligator Clip 4mm elastomer cable 3A 8""","shipping options: Delivery time: 14-20 days by epacket for USA , 26-45 days by regular post for Worldwide 1. Few parcel delivery earlier than ours, It is good luck only , Not for all .Not means your parcel will delivery early too ! 2. If buyer do not accept above our delivery time , Pls do not buy or change to ship by express,but you need add extra payment. 3. if you don not leave us a message,we will combine your order and ship it by one parcel. 4.If goods are not delivery, We will refund buyer or ship parcel again, When parcel is arrived then buyer make payment again. Note : 1.If gross weight is more than 2Kg, Must ship via Express,Post refuse parcel more than 2Kg , Freight is additional for Express. 2. If ship it via Express, Freight is additional ,Buyer should provide phone No.. Leave feedback : 1. If you are unhappy for any reasons, Pls don not leave us negative feedback firstly . Please contact us via message, Or E-mail before you leave the negative feedback. For sure we will try our 100% efforts to solve this . 2. We are in China, because of the time different. we can not reply you in time.We will reply your message within 24 hours, Please do not forget to check your message box,Or E-mail box.If you do not receive our reply, Maybe it was stopped by your mail server, So please feel free to contact us again. Thanks for your highly cooperations! 3. dispute or case could not help you anything, And waste time for both of us, Only contact us could resolve your problem in time .",Fliegend,Power Cables,
Xiaozhai® II BOBOVR Head Mount Virtual Reality 3D Video Glasses for 4~6'' Smartphones iPhone 6 Plus Samsung Galaxy S6 Edge Note 5 Moto G 3D Movies Google Cardboard (Black),"Main Body Materials: ABS Size: 170 * 105 * 125mm (LWH), Color: Black and white Lens Parameters: two lenses (diameter 40mm, thickness 9.5mm, focal length 60mm, deformity correction plano-convex aspherical lens, alleviate eye fatigue, reduce vertigo) Vents Quantity: 6 Punch heat Function: vents to prevent fogging phone blur Lumen PVC flocking Function: to maintain lumen light-absorbing black environment, to avoid glare Left of the opening (removable) Materials: ABS Function: Support phone camera to use, you can use the enhanced virtual reality software Place your sponge mats Ingredients: Polyurethane Thickness: 15mm Leather cheek Material: Leather + sponge Thickness: 13mm Three headband Ingredients: strip round 70% + 30% imported latex Size: 32mm thickness 2.2mm broadband Color: neutral black headband Notice: To adapt to the myopic degree: 0-100 degrees do not need to wear glasses, More than 100 degrees can wear glasses. Package Included: 1 x Xiaozhai II BOBOVR 3D Glasses 1 x Head Strap 1 x Cleaning Cloth 1 x User Manual",Xiaozhai,Audio & Video Accessories,$1.96
"Phobya Extension Cable, 4-Pin ATX PSU, 30cm, Sleeved, Black","An extension for a 4-Pin Mainboard connector, approximately 32cm long. This cable can be used to bridge even longer distances between the PSU and Mainboard. Especially when trying to achieve a clean cable management this cable is ideal to make creating an uncluttered interior easier. This cable is not only practical, it is also optically appealing, The surrounding mesh, also called mesh, which is surrounding the cable itself offers the advantages that every Pro-modder is looking for: A completely unique look, even of the cables in the system! Special attention was paid to the combination of cable connectors, sleeve and heatshrink which were used to ensure great design and a unique as well as elegant look. Phobya's goal is to make the work of professional and hobby modders a bit easier with these cables. Sleeving is a lot of work and requires much time. But with these cables by Phobya the whole system can be redesigned any way you like by simply adding these cables. Model: 87278.",Phobya,Cables & Interconnects,
"Apple iPad Air 2 128GB Factory Unlocked (Wi-Fi + Cellular 4G LTE, Apple Sim Card, Space Gray) Newest Version","How the Apple Sim card works in the US - 1)The Apple Sim card will allow you to activate the iPad with Sprint, ATT, and T-Mobile. With some basic clicks you should be ready to go. Verizon chose not to participate. If you want to switch carriers later on, this device is completely unlocked. All you have to do is purchase a SIM from the carrier you want to switch to. How the Apple Sim works outside the US- 1) Every country has different participating providers that connect via the Apple Sim Card. You can purchase a SIM card from any Cellular network and swap out the Apple Sim card for card from a local carrier.",apple ipad,Tablets,$499.77
ESX521U-AM ADJUSTABLE 4-12 degree Mono Block Universal Ku Band LNBF for FTA,"Brand New ESX521U-AM 0.2 dB 4-12 Degree ADJUSTABLE Universal Mono Block Ku LNB! Delivers 2 Sats on one Dish! The ESX521U-AM is a brand new product in the satellite industry. The older traditional monoblock LNBFs limit you to only 2 particular satellites within a fixed distance. The new ESX521U-AM allows you to adjust the LNBF to get signal from any two Ku band satellites within 4 to 12 degrees apart. You no longer need cheap brackets or noisy and hard to install DiSEqC motors. All you need is the ESX521U-AM and you will be up an running with signal from your favorite satellites within just minutes. Unlike your traditional monoblock LNBFs, this item does not have a built in switch, allowing you to choose from an external DiSEqC switch, or 22KHz switch to switch between the two satellites. Comes complete with install instructions. Does not come with a switch, you must purchase that seperately.",WS International,Satellite TV Equipment,
"1080P HD 2.7"" LCD Display CCTV CAR DVR ACCIDENT Black Box Dashboard Camcorder Camera Video Recorder H.264 with G-Sensor Built-in mic Motion Detection","Specifications: Chipset: Novatek Color: Black Lens Angle: 140 degree wide angle lens Decode Format: M-JPEG Video Resolution: 1080FHD 1920x1080/1080P 1440x1080/ 720P 1280x720/ WVGA 848X480/ VGA 640X480/ QVGA 320X240 Video Format: AVI Photo Resolution: 12M/10M/8M/5M/3M/2MHD/1.3M Photo Format: JPG G-Sensor: YES Screen Resolution: 960*240 Loop-cycle recording: Off/1min/2min/3min LED: Support(2 lights) White balance: Auto/Fluorescent/Tungsten/Cloudy/Sunny Exposure: +0.0,+1/3,+2/3,+1.0,+4/3,+5/3,+2.0-2.0,-5/3,-4/3,-1.0,-2/3.-1/3 Frequency: 50HZ/60HZ TV mode: PAL/NTSC HDMI output: YESv Language: Chinese/English/German/Italian/French/Russian/Spanish/Korean/Japanese/Portuguese Motion Detection: OFF/ON Auto-Power On: YES Delay Shutdown: YES Microphone: YES Storage Expansion: TF Card up to 32G Battery: lithium battery 600mAH Hot Spots: Advanced H.264 photography compression technology Delay power off function Automatically turn on/off function Support HDMI full HD video transmission Support SDHC memory card, up to 32GB Seamless loop-cycle recording function Motion detection function G-sensor function Package Includes: 1 x K6000 Car DVR Recorder 1 x Car Charger 1 x Bracket 1 x USB Cable 1 x User Manual 1 x HDMI Cable",Generic,Surveillance Video Recorders,
"HP-Compaq PAVILION 15T-N200 HD SLIM LED LCD 15.6"" SLIM LCD LED Display Screen","Extremely Important: You must match the resolution, back light, and screen size to your current screen. You cannot deviate from your current screen specifications. Purchasing a screen with different specifications will not work with your system. If you are unsure what your current screen specification is, please contact us and we will gladly help. Also Note: You will receive a 100% compatible screen. The exact brand and part number of the screen you will receive is determined by market availability.",HP,Replacement Screens,$2.00
"KAMERAR SLD- 470 Mark II 47"" DSLR Video Camera Slider Video Stabilizer System","Kamerar's S-47 Mark II Video camera slider features new four Nylon rollers. With adjustable roller bearings on a frictionless polymer coating, it offers a smooth slide. The bottom plate is also Arca-Swiss compatible.",Kamerar,Stabilizers,$90.99
DFRobot Accessory Shield for Bluno (Compatible with Arduino Uno),"INTRODUCTION This Accessory Shield for Bluno is specially designed for Bluno (BLE with Arduino Uno), which is first of its kind in intergrating BT 4.0(BLE) module into Arduino Uno. Together with Bluno, this Accessory Shield forms an ideal prototyping platform for both software and hardware developers to go wireless. You will be able to develop your own smart bracelet, smart pedometer, etc. It's a low-power, real-time low energy communication perfect for embedded designs. With built-in seven main functional modules, this Accessory Shield is dedicated to aid interactions between your Bluno and the physical world. If you feel the above functions are not able to provide for your specific needs, we have open sourced both the hardware and software so that you can DIY your own interface alongside with your prototypes. Also with our new IO Expansion Shield V7, hundreds of sensors and shields will make it even more powerful. Enjoy making! FEATURES 128x64 OLED Screen: Display messages from your phone interface. Buzzer: Enable Sound notifications or simple music. DHT11 Temperature & Humidity Sensor: For environmental monitoring. 1.5A Relay: Device switch or integrating with other electronics. Helical Potentiometer: Transfer real time data to your phone RGB LED: Display full color RGB Mini Joystick: Tells your phone which direction is pressed SHIPPING LIST Accessory Shield for Bluno x1",DFROBOT,Connectors & Adapters,$35.81
"ALEKO BS112 12 V Big Electronic Wired Alarm Siren Horn for Security System, White Color","Product Description: Our electronic siren has loud sound, so you can be sure that it will attract attention of passers and will scare away intruders. It is easy to set up and made of durable materials, so it will serve you for a long time Features: Wired, Low-Voltage, Durable materials, Moisture proof, Shock-resistant capacity, Single tone Great for any types of outdoor or indoor security systems. You can easily install it into the vehicle, at home. Also it ideal for industrial use. For install you just need to connect the red wire to the positive pole and the black wire to the negative pole. This electronic siren designed to alert about the alarm situation. It has a large noise power and low voltage. Voltage: 12V Color: White SPL: 105 3 dB Current: 300 mA Package includes: Electronic Wired Alarm Siren Horn for Security System Model: BS-PS201",ALEKO,Horns & Sirens,
